genes	CAS-DAC-1	CAS-IPMN-1	CAS-DAC-11	CAS-DAC-12	CAS-DAC-13	CAS-DAC-14	CAS-DAC-15	CAS-DAC-16	CAS-DAC-18	CAS-DAC-19	CAS-DAC-2	CAS-DAC-20	CAS-DAC-21	CAS-DAC-22	CAS-DAC-23	CAS-DAC-24	CAS-DAC-25	CAS-DAC-26	CAS-DAC-27	CAS-DAC-28	CAS-DAC-29	CAS-DAC-3	CAS-DAC-30	CAS-DAC-31	CAS-DAC-32	CAS-DAC-33	CAS-DAC-34	CAS-DAC-35	CAS-DAC-36	CAS-DAC-37	CAS-DAC-38	CAS-DAC-39	CAS-DAC-4	CAS-DAC-41	CAS-DAC-42	CAS-NEN-1	CAS-NEN-2	CAS-ACC-1	CAS-DAC-5	CAS-DAC-6	CAS-DAC-7	CAS-NEN-3	CAS-DAC-8	CAS-DAC-9	NPC-4	NPC-5	NPC-7	CAS-DAC-65
AP2B1	34.8437	41.7958	34.0961	36.4031	58.9634	32.7873	23.1104	41.0629	54.702	23.0932	29.2259	24.7777	51.9574	38.8475	27.3293	54.38	31.0706	50.591	52.7719	36.724	37.0437	69.605	44.595	55.168	72.289	30.1217	48.4009	98.4475	32.9115	29.1047	50.2922	74.8729	35.1455	47.1908	30.0981	35.0372	22.9542	39.3345	34.1302	25.1716	26.3016	36.4524	32.579	38.4697	40.4447	50.5372	25.6754	41.2928
ANP32B	53.6575	41.3653	53.2326	53.3261	31.8332	32.9585	20.1136	48.4122	55.0918	30.1119	58.1499	48.1353	34.1136	15.5598	26.4218	18.1228	52.8714	25.7593	26.8025	26.9529	46.8704	48.4291	51.3047	37.0943	33.1806	32.3979	50.2636	21.548	50.9544	34.4415	29.5431	25.972	54.6553	17.5677	22.461	20.9079	21.383	13.6065	62.2411	30.1575	46.3258	12.5045	54.3172	36.1123	7.01176	6.54859	8.96874	17.4104
SHROOM3	45.2643	25.145	37.3019	32.833	23.294	33.3766	25.5985	55.9632	54.1936	32.2155	36.6782	52.0417	45.4767	41.5143	71.2355	28.3285	17.6406	45.4299	38.2088	25.1123	32.0678	26.1948	43.5349	64.8404	22.8789	29.456	48.2457	23.478	40.3888	78.7955	24.3154	42.2766	54.636	23.8015	27.7915	20.1334	2.96322	12.4151	23.6765	31.0248	63.1697	21.4021	33.1742	27.5087	25.0639	26.7391	27.8624	31.0896
HLA-F	30.3329	22.2585	13.2733	16.6148	11.012	7.59648	3.90033	16.4687	14.3699	3.11829	21.3095	6.67417	20.6881	2.36567	13.0842	10.926	13.3844	3.74029	23.5162	26.024	5.90557	14.1302	5.9303	18.3422	11.9518	29.713	11.3096	64.077	17.3986	12.6726	11.3967	34.1634	8.51073	12.0698	24.552	7.73863	5.01177	89.3288	11.5896	2.42331	10.1355	1.60669	18.1259	8.36558	6.82348	6.49927	6.22463	1.54025
RNASEK	35.6964	68.8823	18.6501	19.5758	20.6776	27.6196	29.2326	39.7725	22.8104	34.0741	18.6494	28.0906	18.2185	24.5572	27.2642	14.8963	22.6845	39.5315	24.0256	24.5645	30.216	19.0189	23.8178	39.1686	22.948	23.3672	46.4838	24.1098	27.044	22.6106	15.7042	16.9491	24.6002	16.9816	18.069	16.3966	22.8424	8.74999	17.0154	34.9939	30.0768	104.584	21.5875	12.0527	15.2073	22.5895	33.6532	51.5762
VIM	0.587747	0.474432	1.91538	2.6428	28.8117	1.87466	10.3887	1.26191	0.431323	7.32563	26.9612	1.29151	0.397131	8.37671	1.24189	0.932072	1.92929	26.219	2.76752	1.14364	11.7122	18.172	1.56915	0.226956	0.202624	2.99286	0.46207	0.388869	9.19577	1.36989	0.708342	1.6564	2.85678	39.9252	1.07622	3.24749	89.6321	0.0110673	1.83013	15.9603	0.309495	8.67411	12.467	2.31018	7.25694	29.4552	17.6454	0.412703
PSME2	53.9864	76.4904	54.186	50.0643	66.7136	64.2008	27.731	57.8345	61.9378	28.5972	57.7918	52.5432	71.6019	31.3225	30.706	66.072	53.7576	40.7448	59.2053	71.6963	51.978	64.693	70.0947	47.1504	64.5207	67.6559	52.0106	49.5576	76.404	58.4408	34.742	41.9032	64.9242	52.9037	41.4323	37.7401	14.3795	26.1535	52.1337	37.7565	77.5297	29.5598	50.7837	44.7584	44.4645	49.1016	27.4737	39.4755
PRC1	35.7189	26.6825	33.8377	36.693	30.1416	26.5041	34.7715	34.6103	27.0201	64.3335	78.7589	25.2282	22.6266	27.6059	12.534	15.4653	36.2288	16.4963	23.3731	57.1324	23.76	41.1277	25.3744	15.9385	19.4506	23.5152	21.3198	29.5545	36.7593	38.2358	32.3972	34.0739	38.2227	18.0393	25.736	14.8967	37.863	30.7896	25.0567	55.478	19.2426	1.75635	53.8328	20.9891	2.79905	2.14385	6.11121	27.6759
PCSK2	0	0.0124534	0	0	0	0	0	0	0	0	0	0	0.0089599	0.0266961	0	0.0204563	0.0123196	0	0.00523665	0	0	0	0	0	0	0.0114971	0.00585386	0	0	0	0	0	0.0057567	0	0	0	0.611119	0.0247448	0.0673603	0.0588115	0.00596791	105.208	0	0.0164585	0.087613	0	0.0106485	32.2083
MRPS18A	14.6002	10.2221	9.35471	10.7985	10.9904	9.04942	9.09585	8.90281	11.6954	9.12436	10.719	9.43335	6.27156	11.7002	7.20359	12.1951	8.43952	11.5561	46.4536	10.1392	14.2745	13.045	10.9285	54.4352	13.5041	11.864	98.5245	11.7264	12.591	7.92422	10.6837	12.5531	17.612	7.15764	9.25687	8.17994	7.96936	9.01374	14.9728	9.36325	16.8731	5.08497	11.3508	13.1093	4.19412	5.35573	5.23298	7.08356
WDR1	74.9604	42.9712	55.232	60.3071	74.7012	40.0792	30.8609	69.3043	69.9002	44.7587	36.584	38.7396	38.0493	26.832	29.3955	56.6502	42.6743	36.5996	50.3919	49.6243	41.8385	58.3229	83.6371	48.9184	56.3707	41.2857	49.3529	55.9088	57.783	41.871	27.832	65.9727	75.2297	40.7227	43.1161	52.1153	18.3727	26.1977	31.6237	57.8184	56.5883	21.1068	35.7912	42.1638	34.3656	41.2009	30.9182	81.2088
CA9	18.3147	8.62985	1.70211	4.65063	0.571215	0.493754	3.91374	2.58804	1.88992	0.267457	10.0656	5.82272	2.00802	0.530403	32.8425	0.633038	42.5848	1.55785	0.252593	10.2101	14.8117	65.6771	0.390759	22.5635	43.8485	0.256966	4.91329	3.56296	2.97938	24.196	0.763505	22.7753	6.25336	46.3611	0.374251	39.182	0.14834	16.9983	7.97235	0.198981	0.517455	0	6.08966	11.4986	1.13292	1.1426	20.7525	89.7716
SREBF1	49.3261	49.5062	30.4901	26.0509	32.0467	33.6214	52.5905	35.2891	24.8855	51.5756	24.1276	31.8973	56.717	38.2535	61.3283	21.7535	29.8046	42.3465	40.8048	30.8621	39.7036	41.4931	26.7439	52.815	31.2981	14.4936	40.2274	45.6212	12.846	92.0909	16.9004	20.648	32.6861	54.5346	46.8125	12.6521	8.9329	29.9708	31.3043	40.3139	27.3677	31.4145	19.9147	32.8788	54.7857	50.1385	35.021	42.3026
CYP24A1	0.101546	0.0211642	0.0868983	0.472533	1.04129	25.4327	0.216184	9.74042	0.13633	0.177011	1.29878	32.6986	0.0415378	1.8377	87.922	1.26916	0.0360307	13.0652	0.295153	0.239261	6.45644	0.429625	12.5885	0.171793	0.0506304	1.28494	0.146428	0.0162503	0.08347	2.04967	0.0994146	0.128628	0.462825	46.2831	0.676963	0.0640326	0.0360072	0	0.0250764	0.417289	0.192495	0	9.19965	0.0335915	0	0.0698348	0.167374	0.0882627
EPS8L3	48.0148	48.0309	33.923	40.1404	3.59886	9.04088	11.0511	27.4119	48.0914	5.69508	55.3985	39.6869	25.2607	0.641551	42.7308	17.5515	35.0823	22.5782	20.6938	29.2017	25.0593	21.2088	58.0559	28.4932	42.6959	18.6873	20.677	18.4666	42.1322	54.4344	34.0138	40.4638	26.058	11.655	28.0655	29.3081	0	29.4639	42.235	5.09701	34.7344	0	42.3335	29.1081	25.7753	19.8682	17.0101	26.4605
ZFP36L2	47.6111	33.1183	47.357	41.3237	22.0688	22.6361	18.9922	40.2601	39.711	24.8681	24.808	49.4805	33.97	52.5341	53.6437	66.2914	23.2279	39.2617	37.6142	35.4318	45.9627	37.781	47.8482	47.8958	30.536	28.0805	39.1879	47.3627	20.4438	53.6548	46.4589	35.4102	54.9192	25.0084	20.0621	17.772	7.57399	27.1583	65.8739	21.0762	67.355	2.60112	29.4013	60.1152	20.8404	17.9182	36.7027	3.4408
NOP56	43.9119	37.1757	33.7261	31.2627	32.2676	29.6327	27.8321	31.619	54.8814	33.4284	48.6454	34.9755	48.4359	38.1025	15.9229	51.5122	43.3974	35.6653	50.8596	44.7519	48.3281	29.0106	51.0716	44.8401	53.2605	33.7122	48.8564	52.0763	57.9087	23.5209	65.7564	48.741	35.2711	27.5461	31.5628	28.7001	92.5852	86.4396	31.3193	39.8381	45.7048	15.6688	31.9353	28.0141	24.9807	26.0681	27.8486	91.5602
CRABP2	0.87021	4.40151	5.71846	9.08602	47.4261	61.7452	2.51604	6.49201	8.40296	1.26388	8.02537	3.40251	22.5828	24.3911	1.63633	3.70176	50.7906	2.13993	5.4204	3.60369	0.812737	24.1394	11.5725	13.0049	8.86752	58.6877	1.46097	15.0679	6.16942	0.729424	1.1119	1.29502	3.45375	0.856918	24.0335	2.56128	5.84112	0.686172	1.89708	1.54606	2.07971	1.76087	10.6747	2.74245	1.30713	5.38116	1.37884	1.34107
B4GALT1	95.6991	28.6039	23.4536	24.5013	40.4225	14.1566	13.7819	22.232	33.2876	15.9823	14.1811	13.2039	58.4559	18.69	10.4082	9.73931	13.9022	14.527	14.6934	37.5448	19.4683	30.9176	27.3163	33.5173	21.5291	9.4634	28.8854	12.7094	7.30928	12.2513	7.10405	17.4258	11.5961	19.865	15.5895	15.8305	4.03475	10.2766	19.4356	15.7613	14.3946	7.33301	23.0125	21.7192	21.662	39.1338	17.6757	10.8862
DNAJC10	36.6284	46.7547	53.8195	52.9628	29.1667	28.4079	69.7194	73.7696	62.2185	61.3342	50.7311	47.6309	29.444	25.4903	28.8685	39.2957	52.5422	59.497	39.2738	47.5227	73.5126	42.4219	41.5123	28.5494	38.8194	56.0649	37.6682	48.6633	51.5432	59.8813	46.0897	37.3609	52.6229	73.6594	28.1582	35.8567	14.3466	19.707	40.3941	58.8396	50.6677	12.4139	67.7063	56.0431	40.7944	51.9814	32.4186	49.0175
PLS3	24.6415	32.4942	24.3311	26.1139	29.3854	60.5767	28.6185	20.1701	51.0861	15.1955	26.4352	38.059	18.0654	22.5226	12.1014	29.5188	53.0901	14.3795	29.4373	31.358	29.4952	19.9959	41.4666	15.7652	26.3945	46.7504	32.4462	16.6999	34.5505	16.53	38.9792	12.8099	29.1113	13.4464	16.0333	12.6412	61.5249	0.00646951	10.2632	60.528	59.8264	6.96868	25.3145	11.4441	12.6255	19.0855	15.8683	8.20791
RAB3B	0.639425	1.77872	1.57231	1.21909	0.250375	0.00976893	0.325573	0.247738	1.85406	0.379682	0.89729	0.383451	0.505072	0.130975	0.965679	1.09714	0.26404	0.338983	0.409202	0.291783	0.195062	1.34802	10.4579	0.390037	0.611632	0.710016	0.165887	0.79206	0.144725	0.808442	0.371978	0.073347	1.52749	0.0992455	0.0849211	15.235	1.04189	4.62814	1.64288	0.411573	0.186744	103.845	0.976125	5.18401	0.467465	0.437492	0.745994	36.1017
SLC22A17	0	0.0576228	1.68622	1.58289	1.14497	1.12306	1.0878	0	0	1.09837	0.0427131	0.0510906	0.688496	0.169467	0	0.62454	0.622733	1.83119	0.681063	0.128015	0.445509	2.3528	1.64764	0.36469	0	0.141564	0.351986	0.806203	0.34073	0.261912	0.131243	0	0.377563	0.315307	0	4.01431	3.62287	0.166385	1.59089	0.601386	0.0205406	104.731	0.0563054	3.50085	2.393	3.00663	1.25291	0
CNN3	8.48797	17.8338	24.5952	31.3811	38.9486	12.5665	39.7107	33.0098	18.9318	60.6262	30.2876	21.132	18.8612	62.9025	15.5866	35.0713	18.737	17.1288	31.51	27.5416	10.5211	39.4053	13.2644	19.0953	23.0279	39.5531	24.4943	15.0874	34.311	15.5628	19.6923	42.8642	24.4913	13.2187	19.5111	20.1227	19.0618	26.3739	16.9439	89.9024	20.5111	4.58563	25.011	25.0835	13.7427	24.1535	28.6769	14.3495
RNASET2	78.0599	26.2048	26.5969	33.2304	12.4294	11.2099	14.5346	17.9763	23.7756	12.9312	12.8531	12.2559	15.9131	31.9752	32.2081	30.1791	39.3395	35.4843	25.6475	33.5756	54.7553	40.8952	7.76734	17.2406	71.2567	8.49311	22.0217	24.7383	10.6067	16.8943	14.8592	41.4913	25.2274	32.5987	23.2736	29.9706	8.05218	29.8529	32.4405	14.1995	16.4861	3.30343	16.1851	38.0769	16.9431	20.728	13.5328	29.6497
SCARNA1	0	0	0	0	64.9379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.6357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHBG	0.0557869	0.034611	0.0663697	0.106178	0.0254342	103.973	0.0866411	0	0.0936529	0.455193	0	0.0676752	0.0599752	0.0986706	0	0.0307669	0	0.135187	0.0973382	0.0303481	0.100297	0.0981191	0	0.0441135	0.040511	0.0430403	0.0813432	0	0.106895	0.160651	0.118753	0	0.0277975	0.132428	0.141072	0	0.101909	1.64283	0.239892	0	0.12052	0.0963001	0.0846291	0.0551949	0.275741	0.152678	0.207021	3.20628
SRSF11	44.5099	50.7252	62.4841	61.1666	32.6503	29.3304	76.7661	36.1521	60.542	68.8823	60.7813	54.0758	32.3261	73.5398	34.4871	35.3036	59.7322	40.7299	36.5002	50.2317	69.2747	38.9103	51.5565	32.1108	22.7662	56.7595	48.1124	37.6693	59.747	57.077	61.5347	41.3633	65.3562	38.4415	32.7676	28.8109	84.1842	34.7058	65.1745	70.1483	63.8631	33.5906	55.6664	39.347	33.4739	36.2362	45.7913	68.4654
INSIG1	28.4291	37.944	26.1666	25.4531	13.6681	19.7337	22.6411	23.7815	42.6401	23.6024	21.8926	15.9709	34.6657	17.3776	24.2768	19.5053	12.6894	20.6535	22.5504	27.6963	18.5794	47.7977	23.4741	28.4215	101.248	4.46146	21.2694	29.0864	14.9089	36.9663	33.2077	39.6638	30.2791	40.1511	27.421	20.4873	19.7192	62.8878	36.6585	21.7207	18.7754	17.0784	17.8407	32.9483	14.0214	16.7935	28.4153	80.209
C9orf16	39.2045	34.3341	41.0228	48.1649	89.1823	34.4132	44.9801	52.6936	22.4453	43.0549	25.6027	21.4325	48.0612	32.6589	18.8167	26.8393	39.397	30.6019	27.1785	35.0884	21.0757	71.9303	27.0062	37.9017	30.0139	41.2458	24.553	55.8247	32.9398	17.412	28.0575	24.3026	27.4447	15.7503	37.9241	15.082	10.0386	10.4764	42.2436	34.6617	17.398	11.4468	45.6798	37.8667	28.1036	28.6204	24.8957	12.6542
GNL3	63.199	45.8391	56.3758	54.5578	23.8879	15.5423	52.7537	31.7612	53.4638	47.0633	52.3365	38.1682	35.5164	30.1081	15.7004	38.1146	49.9718	25.958	28.2034	45.0061	63.2266	34.4039	51.9973	32.8702	50.4905	37.7281	47.715	29.6276	55.7116	48.4951	48.5287	20.904	55.7768	24.1132	25.9833	17.2414	55.982	23.5732	56.9217	67.3162	27.6499	14.8477	47.1891	22.3539	21.0532	18.3781	22.87	12.2352
RBM3	55.1758	50.2698	60.79	67.5728	51.914	51.4607	33.318	49.8846	50.2994	33.2222	55.4283	34.5168	44.1693	25.1665	23.3828	49.1251	49.0684	47.3562	47.6499	47.9849	77.0508	63.2965	34.994	35.1412	35.6033	22.2804	52.7871	59.7098	42.0416	57.6862	56.8579	51.7019	75.6754	30.4278	38.3691	20.3012	40.2466	41.9647	82.3765	42.7897	64.5777	17.9	48.9764	56.2691	25.4174	27.3472	37.7504	19.8113
H2AFY	40.9566	82.1695	81.2929	76.0547	83.5619	67.7673	55.0607	53.2075	87.508	64.7021	96.6936	58.4577	83.5629	81.0601	54.9014	99.6466	69.0022	69.4974	83.7125	65.8545	76.7239	92.6905	92.125	54.8528	62.6498	71.2932	51.0457	81.1766	93.2063	71.129	79.1865	84.3428	74.352	70.5619	66.9807	83.7877	64.0117	36.1727	86.8294	62.0497	62.127	60.9933	60.0421	95.4229	55.2627	56.8275	56.2339	130.096
TMED3	14.2426	25.2036	33.7708	29.053	36.6672	21.0155	51.3466	57.5886	30.3679	52.0099	33.6225	12.2707	45.5155	36.8747	9.78691	29.7964	18.5224	52.3178	25.4903	25.232	44.2501	33.7873	34.4201	19.9861	35.888	16.858	16.6807	34.7582	17.5351	52.6261	28.5172	37.1928	37.5962	36.609	51.179	26.7681	16.888	50.2721	35.351	38.7375	38.0343	89.2483	43.5649	62.4365	35.1178	48.3605	33.4434	35.5104
IL18	26.8251	24.7803	29.0114	48.4477	25.4264	42.8828	29.0215	19.0397	29.0557	16.788	44.2382	11.4563	41.119	9.24641	6.97295	19.7816	26.3404	16.3528	27.7718	28.813	15.0623	21.808	27.3076	29.0711	3.0325	24.037	30.9549	14.3696	42.549	9.96646	10.1281	23.4155	26.0721	9.54272	57.3064	0.938445	0.178961	7.68725	29.9225	59.6312	37.254	0	43.3821	7.96522	42.1653	44.7833	8.61482	0.601384
VSIG1	39.6014	30.226	4.02474	1.99321	0.421683	1.60634	0.349736	18.9097	27.7063	0.283954	1.05614	37.8622	0.380285	0.195798	44.6898	1.41258	2.6064	5.42502	4.82778	12.3165	15.6315	1.13999	35.935	7.89899	21.8724	0.295666	26.6941	1.65817	0.108843	61.8017	0.0679572	0.459011	12.949	0.701422	0.321192	0.300414	0.00792939	0.0065637	3.06047	1.16893	30.7337	0.0186961	13.591	2.84807	0.17979	0.103907	1.84686	0
PSMB1	94.2141	59.8531	55.9798	60.3997	50.8242	31.2881	52.9462	37.5761	27.6149	56.9695	56.1405	49.2404	30.5183	30.5215	41.1996	64.8724	46.8056	54.5351	54.437	59.2748	61.5335	68.2377	39.7371	33.7433	51.9648	27.1342	47.3733	50.8411	31.7946	32.242	51.0629	64.0017	61.9966	36.543	20.1007	48.8471	36.2484	36.8668	60.5821	60.6531	61.068	41.4237	58.9793	58.1382	21.3381	24.4168	32.6728	26.3396
PRDX4	51.9688	29.5191	37.0913	30.1275	21.5037	22.3046	20.8653	40.0953	34.814	23.5723	33.4648	19.542	33.5214	18.106	14.6147	42.5635	20.6579	48.9855	50.0415	29.8941	59.4957	41.3619	42.2247	30.7796	46.4846	26.1012	52.3253	43.3589	30.1029	46.4639	36.2465	49.4031	54.6233	41.7523	22.4898	54.0496	39.8977	92.5527	45.0373	19.957	39.8109	38.7238	38.9787	71.1633	19.3969	29.383	30.1496	42.2687
LAMC2	25.5831	53.2231	17.2895	22.084	44.1173	8.07635	5.59829	66.954	12.1314	6.46262	31.1175	12.611	11.398	10.6703	22.7403	17.9734	39.9863	11.353	8.72695	31.8907	8.89895	27.5327	22.9532	11.6443	33.5393	37.554	6.91981	4.85849	20.8321	16.447	3.69737	19.6079	5.57967	15.8832	37.8486	11.7592	0.182087	2.44345	9.24435	10.5813	54.2778	4.07314	24.7805	4.7091	15.9955	26.6839	17.8071	3.33902
KRTCAP2	78.3993	54.0838	53.9921	51.7738	47.0023	33.825	61.5698	58.3693	50.5727	59.7201	77.5693	45.8058	73.371	66.0076	41.1341	53.674	56.8316	64.4214	48.7653	56.6161	64.6029	57.9642	72.3478	58.9868	79.4349	98.3572	51.7069	41.5393	47.9052	51.4943	37.4932	60.4263	100.139	53.3699	35.2658	51.6382	54.4707	78.7442	65.6043	48.9949	72.8	51.0881	80.1466	66.0255	36.785	48.3264	42.2114	186.665
TMEM97	43.005	16.908	29.2718	22.2886	9.58904	20.0142	23.4019	37.588	80.938	37.5362	30.6792	26.3483	20.2548	14.3172	16.9792	28.0306	14.881	26.6941	27.1668	26.8604	38.1573	22.2947	42.2358	30.4066	61.2888	13.4609	49.3088	38.1468	27.9747	41.5016	37.2755	22.684	53.3876	32.491	14.524	13.2781	10.533	15.3934	33.5689	28.9159	31.6668	6.99977	18.46	34.2076	5.2217	4.09381	13.6309	10.3557
TXNRD1	56.5778	44.0736	37.5209	35.4358	38.4037	34.0239	21.0903	43.7651	42.8943	26.3293	39.1842	41.3205	19.0606	26.3755	41.2262	54.6522	18.4797	23.6449	28.1326	32.1159	32.5623	26.5259	104.279	20.8881	35.1542	18.5862	29.3494	31.0737	35.1781	45.1529	37.5754	46.6855	35.9437	23.7294	35.2686	29.0453	15.1288	18.1023	30.4036	31.7871	43.6632	16.0537	36.5226	22.1863	13.7342	17.9406	17.2578	32.9069
NOP10	28.9133	48.6816	31.8743	31.7904	39.4948	74.5905	47.2025	67.3833	53.0031	49.3814	48.5775	22.3226	48.0966	37.1976	19.7265	35.1671	55.2694	37.6937	35.9923	58.4961	45.0883	40.2852	58.2094	41.2049	45.3741	21.739	35.2904	37.3927	70.2143	35.301	42.6799	36.3802	44.0918	22.5899	23.9643	51.5236	18.4286	41.3089	37.3891	45.6623	58.0658	21.3446	59.2882	33.1263	7.7423	11.0277	23.6805	43.8273
JUNB	27.2569	15.6712	39.3815	50.7159	61.4777	24.291	17.0747	25.0679	22.8166	12.0324	30.5996	22.3206	27.5329	19.9675	57.8569	20.6175	67.5538	19.4054	13.4759	18.134	40.8633	40.4993	23.0181	54.6857	29.6693	27.7752	13.1652	10.041	11.8287	43.8301	11.9446	13.0365	33.1994	33.4591	17.6639	22.1829	13.2132	29.2752	38.842	16.8386	21.3207	6.37163	24.392	19.6432	6.60936	6.69464	9.10341	11.5263
TRIM31	39.8298	22.0256	19.4912	19.4434	8.27177	24.204	31.0958	24.7458	25.7597	32.0726	11.09	27.1053	22.7731	4.78632	47.3977	20.687	23.4959	21.068	20.205	37.111	41.1635	10.1111	31.4281	31.4363	27.546	31.419	36.9635	78.0916	30.3948	22.6036	17.1953	16.2098	27.7618	35.5668	35.3279	4.97193	0.0121888	1.17296	20.2526	26.3452	43.8756	0	17.6729	11.8621	3.77929	1.34088	0.628648	0.216681
CBR1	33.7096	13.7662	23.3798	20.6302	23.0923	19.284	18.3446	21.5122	18.3523	21.9794	27.6122	19.4007	34.795	18.6071	12.5911	36.7649	20.4716	27.2364	32.0441	23.5279	28.8272	29.4613	105.223	43.815	39.0803	22.5295	35.4303	28.0753	36.0165	20.4306	18.3428	18.4882	51.3001	23.8529	11.0442	25.7272	18.0249	18.3972	24.7724	19.7498	43.435	10.796	32.3585	27.5764	12.7962	12.7497	18.6455	35.3987
SND1	43.009	25.1034	47.0824	42.4293	38.8736	37.8891	37.3518	50.444	50.2298	46.2191	36.0665	24.3433	46.0655	29.5258	14.7821	29.3873	25.3592	49.2776	43.4758	34.7381	51.3059	55.1038	45.6076	48.4118	67.9841	19.9814	62.0876	39.5681	34.6307	19.4907	58.8484	48.0996	46.0649	39.0347	12.6112	30.7042	38.7779	101.337	46.9787	46.2506	40.2984	46.1924	48.0817	57.1545	39.7625	43.6717	31.6035	70.3814
SPATS2L	42.7124	65.5607	29.5182	31.4263	75.0784	49.1657	47.2371	61.5867	55.7816	39.9545	36.0681	61.2065	55.4991	44.6815	44.6133	38.1788	53.1831	28.7829	35.2742	48.9761	38.3499	41.5082	56.3537	46.104	26.524	43.8452	45.3007	37.118	48.498	45.6449	58.0518	33.7369	51.5669	43.404	22.9689	31.6932	6.29096	11.1785	27.6222	48.0664	37.5109	1.51295	45.6154	27.801	19.1658	26.2131	39.8047	17.6954
MLF2	40.9348	42.9857	35.2767	42.1263	76.8345	39.2589	35.2059	25.4068	36.2293	41.5055	47.6514	31.467	31.2695	68.886	29.6046	66.5971	17.9968	44.0472	40.1296	31.3444	36.2484	47.2795	51.0493	39.6021	35.8167	36.387	46.3697	37.965	18.429	37.7306	41.0401	48.5418	48.8189	32.5533	25.826	34.4429	33.7022	106.099	34.7184	40.6636	26.2035	42.8245	46.9809	34.9966	38.0677	37.7954	29.4105	29.4195
CMTM6	44.7151	46.158	40.627	50.5064	42.4562	21.9183	38.606	87.5775	37.192	33.7843	56.1951	49.2421	51.433	30.7827	53.5581	49.6764	33.0064	28.9233	35.4756	36.4959	21.622	31.2798	38.4477	47.7272	33.7236	60.9487	60.4809	33.5944	33.9319	46.0826	35.1078	19.8304	31.5592	20.5754	41.4473	37.1584	12.5376	13.3838	34.8109	42.8173	29.7502	10.4861	68.3332	20.2288	27.2401	40.0599	28.0559	8.87206
EFHD2	46.6181	52.5179	27.5314	28.1458	36.1093	16.4506	10.287	73.4579	28.779	9.92325	23.3413	25.9359	35.8064	27.7554	25.8209	40.3919	35.2349	28.0254	44.0822	33.9266	36.3275	37.3047	58.9469	36.2879	27.2772	25.4918	35.1682	24.3087	19.6672	28.1529	13.8231	19.5513	37.6141	26.2454	17.0497	13.8298	4.27073	13.6087	26.5936	13.6859	46.8525	0.840307	32.658	35.9012	10.2826	6.6655	2.462	34.4956
INF2	49.3811	34.997	29.0717	27.4466	79.7362	36.172	13.5341	49.7014	29.963	18.5254	26.0059	25.3435	64.1371	19.3702	27.9648	63.9106	35.9212	19.6721	42.1668	27.104	13.8513	34.5417	43.7348	34.2501	29.5297	22.4942	14.2693	19.4346	23.0704	21.1771	15.3448	21.9603	34.1748	18.0778	40.7301	17.665	6.98676	16.7049	27.1914	15.6609	29.7662	2.13564	28.2764	28.3788	33.569	37.0609	23.0621	11.4038
ATP6V0C	93.3847	78.3267	55.3073	56.9114	77.237	68.9263	63.2226	99.9616	54.7945	68.1928	55.4422	45.3813	43.1912	34.2926	61.3575	70.0366	53.7848	67.413	59.2097	45.9364	64.8004	61.7478	62.2906	50.4453	71.2747	37.0911	43.7596	63.912	66.6369	44.7028	26.4966	69.9395	73.1684	51.3507	49.5359	45.4311	39.1627	43.4045	43.7382	61.5685	66.0729	84.2563	61.9834	62.1132	48.4021	64.4622	56.8241	50.8669
CCT6A	50.0364	57.1444	56.1249	57.9311	41.9747	33.8419	58.7988	62.7156	51.4137	73.7014	57.2256	50.6448	66.0742	60.3675	28.6506	61.3188	45.3509	45.5716	62.2935	48.9982	51.9512	73.5531	52.1876	53.9298	74.689	37.3448	64.9505	60.6669	49.7881	47.5933	73.1813	79.8417	71.6393	45.5167	36.9593	36.6012	45.381	39.9864	63.7184	88.8244	47.5453	19.8301	50.6637	54.7232	29.9958	36.5379	26.0204	52.6294
TRA2B	50.5248	49.6364	59.798	57.2834	40.3782	48.0341	72.6135	58.9306	59.7263	83.4905	75.3673	61.3972	37.2847	38.933	43.4101	55.9805	61.8053	30.8845	44.0611	46.8714	60.1053	55.8456	48.8188	32.5516	40.5137	52.4631	42.1609	37.8712	56.4096	61.3172	54.1252	34.394	62.4361	29.081	28.8962	34.5729	45.1269	53.5013	55.8811	80.174	45.9455	30.4888	47.6656	51.477	19.2954	21.3502	23.1657	67.753
NEDD8	59.7862	66.9141	49.3293	47.9364	77.5677	69.9622	30.6625	85.6707	60.2678	34.3679	44.7774	59.8369	69.8741	33.6951	42.7064	47.8429	58.2948	60.7352	48.2342	55.0235	58.2311	52.8078	71.4846	56.8317	66.6922	52.6128	64.4869	57.0772	72.1718	55.5513	36.3271	31.8526	58.3268	47.4841	38.155	43.5651	33.0331	27.5608	46.9907	35.2663	59.1558	44.305	55.1527	40.7738	22.728	25.8795	30.4896	54.8172
MAPK15	42.0789	1.04464	13.5574	18.3967	7.76438	8.87038	13.8059	34.9696	7.08751	16.5581	18.0152	32.3229	23.2611	5.10258	48.8398	3.59721	12.6001	45.2315	11.2474	3.76824	31.1176	11.1077	1.02803	25.4439	5.21784	22.729	3.32659	10.0823	31.0563	44.6966	1.23344	16.0075	15.5327	57.7283	25.9747	3.16809	6.06287	3.84424	4.6542	7.04035	14.9443	0	6.71221	6.20925	1.14383	1.54357	1.29207	1.14911
